# Nozzle Geometry Data
# Throat radius: 0.005000 m
# Exit radius: 0.025000 m
# Expansion ratio: 25.000
# Number of points: 1000
#
# X (m)		Y (m)
0.000000		0.005000
0.000060		0.005040
0.000120		0.005080
0.000179		0.005120
0.000239		0.005160
0.000299		0.005200
0.000359		0.005240
0.000418		0.005279
0.000478		0.005319
0.000538		0.005359
0.000598		0.005398
0.000657		0.005438
0.000717		0.005478
0.000777		0.005517
0.000837		0.005557
0.000897		0.005596
0.000956		0.005636
0.001016		0.005675
0.001076		0.005714
0.001136		0.005754
0.001195		0.005793
0.001255		0.005832
0.001315		0.005871
0.001375		0.005910
0.001435		0.005949
0.001494		0.005988
0.001554		0.006027
0.001614		0.006066
0.001674		0.006105
0.001733		0.006144
0.001793		0.006183
0.001853		0.006222
0.001913		0.006261
0.001972		0.006299
0.002032		0.006338
0.002092		0.006377
0.002152		0.006415
0.002212		0.006454
0.002271		0.006493
0.002331		0.006531
0.002391		0.006570
0.002451		0.006608
0.002510		0.006646
0.002570		0.006685
0.002630		0.006723
0.002690		0.006761
0.002750		0.006799
0.002809		0.006838
0.002869		0.006876
0.002929		0.006914
0.002989		0.006952
0.003048		0.006990
0.003108		0.007028
0.003168		0.007066
0.003228		0.007104
0.003287		0.007142
0.003347		0.007179
0.003407		0.007217
0.003467		0.007255
0.003527		0.007293
0.003586		0.007330
0.003646		0.007368
0.003706		0.007405
0.003766		0.007443
0.003825		0.007480
0.003885		0.007518
0.003945		0.007555
0.004005		0.007593
0.004065		0.007630
0.004124		0.007667
0.004184		0.007705
0.004244		0.007742
0.004304		0.007779
0.004363		0.007816
0.004423		0.007853
0.004483		0.007890
0.004543		0.007927
0.004602		0.007964
0.004662		0.008001
0.004722		0.008038
0.004782		0.008075
0.004842		0.008112
0.004901		0.008149
0.004961		0.008185
0.005021		0.008222
0.005081		0.008259
0.005140		0.008295
0.005200		0.008332
0.005260		0.008368
0.005320		0.008405
0.005380		0.008441
0.005439		0.008478
0.005499		0.008514
0.005559		0.008550
0.005619		0.008587
0.005678		0.008623
0.005738		0.008659
0.005798		0.008695
0.005858		0.008731
0.005917		0.008768
0.005977		0.008804
0.006037		0.008840
0.006097		0.008876
0.006157		0.008912
0.006216		0.008947
0.006276		0.008983
0.006336		0.009019
0.006396		0.009055
0.006455		0.009091
0.006515		0.009126
0.006575		0.009162
0.006635		0.009198
0.006695		0.009233
0.006754		0.009269
0.006814		0.009304
0.006874		0.009340
0.006934		0.009375
0.006993		0.009410
0.007053		0.009446
0.007113		0.009481
0.007173		0.009516
0.007232		0.009551
0.007292		0.009587
0.007352		0.009622
0.007412		0.009657
0.007472		0.009692
0.007531		0.009727
0.007591		0.009762
